table0_id;table0A;table0B;table0C;table0D;table0E
23055;824;14;543;803;34
23056;200;242;389;61;456
23057;949;412;333;98;532
23058;357;626;621;730;4
23059;604;576;999;919;253
23060;719;349;798;666;222
23061;301;73;518;311;563
23062;131;717;830;189;313
23063;342;769;461;241;264
23064;996;961;993;982;846
23065;207;964;981;728;250
23066;977;672;319;801;707
23067;485;935;536;352;947
23068;872;162;149;754;94
23069;914;912;414;678;393
23070;68;952;585;413;869
23071;691;756;972;682;917
23072;587;804;909;773;887
23073;623;960;588;173;420
23074;786;676;325;51;760
23075;11;70;180;420;287
23076;274;581;527;426;361
23077;658;295;307;651;516
23078;783;507;285;718;187
23079;414;469;676;602;259
23080;675;319;65;929;431
23081;515;838;651;847;126
23082;525;746;545;620;817
23083;609;954;372;863;343
23084;494;457;170;465;646
23085;417;204;389;378;567
23086;215;286;478;271;279
23087;154;404;513;20;8
23088;343;470;314;178;561
23089;88;297;170;906;595
23090;173;530;166;952;756
23091;867;954;19;14;727
23092;517;117;46;839;635
23093;119;369;393;423;190
23094;921;660;553;803;115
23095;884;225;174;163;622
23096;857;573;846;18;234
23097;72;709;818;858;210
23098;875;604;390;395;227
23099;152;917;69;111;366
23100;871;512;127;856;427
23101;924;119;188;340;291
23102;468;392;842;151;622
23103;420;935;929;916;86
23104;187;250;762;846;314
23105;469;869;571;460;425
23106;181;274;780;638;952
23107;170;264;538;640;165
23108;914;321;656;815;621
23109;826;716;706;985;787
23110;417;804;434;6;502
23111;325;829;778;862;584
23112;217;292;16;118;935
23113;425;111;308;479;967
23114;815;988;521;866;810
23115;460;475;882;543;907
23116;306;274;306;943;517
23117;981;133;841;628;602
23118;551;353;224;813;581
23119;612;583;51;102;30
23120;786;978;99;248;392
23121;560;630;710;363;234
23122;696;89;461;695;64
23123;89;152;473;888;73
23124;621;144;73;879;945
23125;9;307;353;298;665
23126;529;561;565;418;644
23127;314;596;559;992;961
23128;629;994;513;341;635
23129;474;853;995;95;680
23130;16;953;170;720;441
23131;335;614;831;937;677
23132;161;304;222;527;129
23133;250;598;764;55;863
23134;817;241;922;404;543
23135;970;769;350;480;140
23136;225;459;307;443;961
23137;544;585;3;397;814
23138;944;362;40;745;356
23139;756;169;179;114;312
23140;988;682;170;119;604
23141;348;991;294;998;66
23142;580;882;252;547;742
23143;884;221;865;468;502
23144;74;696;44;942;64
23145;118;253;394;392;84
23146;369;847;218;361;317
23147;425;300;130;954;951
23148;892;788;836;26;643
23149;733;483;374;898;829
23150;645;188;403;881;578
23151;696;228;468;548;857
23152;912;682;559;13;512
23153;186;773;165;921;20
23154;640;615;514;351;523
23155;447;225;941;872;757
23156;613;52;887;408;696
23157;780;817;236;325;13
23158;409;754;624;780;938
23159;783;273;950;479;171
23160;597;453;966;565;388
23161;397;7;24;156;475
23162;676;715;468;323;51
23163;855;532;955;357;90
23164;636;192;792;901;870
23165;655;995;943;229;913
23166;152;705;116;874;827
23167;710;902;93;888;412
23168;598;122;265;838;908
23169;108;863;506;445;395
23170;636;645;45;706;825
23171;594;479;528;6;93
23172;323;21;648;260;967
23173;227;646;650;41;204
23174;343;582;295;318;881
23175;24;819;396;66;235
23176;143;222;956;372;531
23177;528;751;727;477;802
23178;78;551;111;784;908
23179;533;15;779;443;449
23180;608;845;815;283;465
23181;272;640;729;340;12
23182;365;990;467;109;238
23183;157;118;64;513;922
23184;556;463;904;534;937
23185;139;468;664;435;755
23186;592;446;746;433;243
23187;754;948;995;518;821
23188;524;697;487;309;940
23189;711;398;237;64;760
23190;639;595;487;278;5
23191;96;40;365;982;641
23192;50;733;367;315;797
23193;776;934;615;91;540
23194;959;291;331;643;967
23195;777;491;147;813;712
23196;45;834;640;475;319
23197;647;790;764;917;237
23198;630;486;194;413;117
23199;471;473;126;567;672
23200;921;627;190;426;830
23201;730;59;284;752;285
23202;694;620;844;800;643
23203;879;76;426;382;639
23204;657;186;704;620;138
23205;783;581;53;382;82
23206;479;870;315;469;960
23207;702;420;289;133;452
23208;442;394;163;334;263
23209;296;259;960;955;626
23210;832;219;428;988;896
23211;882;744;726;52;747
23212;7;979;304;80;215
23213;360;838;378;895;446
23214;631;943;363;108;993
23215;212;596;791;425;451
23216;814;713;201;639;628
23217;628;5;465;705;448
23218;359;251;269;874;370
23219;10;634;434;274;27
23220;657;362;777;16;70
23221;163;995;6;816;225
23222;722;380;471;90;721
23223;336;812;580;746;31
23224;512;476;55;934;846
23225;507;27;278;680;371
23226;363;335;610;389;140
23227;202;752;667;147;464
23228;997;3;649;253;701
23229;812;530;454;107;888
23230;376;913;186;246;703
23231;390;387;963;317;598
23232;885;980;713;529;171
23233;535;415;653;63;431
23234;250;654;893;455;319
23235;552;530;251;892;549
23236;182;390;856;58;266
23237;691;453;387;401;371
23238;682;843;532;564;931
23239;391;900;584;26;355
23240;838;505;671;30;451
23241;978;559;72;869;905
23242;457;764;643;778;233
23243;662;183;358;155;310
23244;209;981;683;88;275
23245;930;914;80;88;236
23246;84;474;571;553;816
23247;795;100;448;246;717
23248;242;920;272;416;183
23249;392;908;779;797;346
23250;723;381;319;192;300
23251;622;277;618;655;210
23252;154;949;652;903;160
23253;222;681;110;263;569
23254;742;872;786;761;465
23255;88;813;525;153;730
23256;399;426;936;150;805
23257;216;166;263;956;960
23258;244;212;921;197;406
23259;650;764;422;229;921
23260;257;885;782;207;126
23261;193;576;394;848;678
23262;581;954;265;465;478
23263;154;728;746;917;524
23264;992;558;905;670;881
23265;990;323;878;998;955
23266;171;649;828;72;806
23267;537;904;596;995;635
23268;893;63;770;953;552
23269;598;529;758;950;189
23270;149;587;421;517;508
23271;523;919;735;225;135
23272;590;422;15;967;545
23273;527;860;905;81;437
23274;920;757;925;603;174
23275;284;194;748;499;23
23276;776;17;781;964;330
23277;927;339;59;900;368
23278;873;507;632;396;832
23279;686;538;240;201;839
23280;322;54;735;353;204
23281;960;407;100;133;838
23282;535;906;281;818;968
23283;621;976;660;452;691
23284;759;887;825;881;923
23285;270;44;49;410;706
23286;719;793;436;140;405
23287;863;916;862;776;257
23288;778;413;152;844;711
23289;660;188;589;987;693
23290;603;534;220;207;939
23291;92;528;740;787;336
23292;279;990;382;725;551
23293;616;532;511;512;596
23294;627;617;708;142;304
23295;225;422;733;505;257
23296;977;772;500;631;108
23297;741;174;606;930;202
23298;752;495;525;745;940
23299;765;945;704;282;809
23300;828;148;416;862;963
23301;371;714;377;535;420
23302;777;263;287;721;585
23303;570;868;847;718;353
23304;492;269;628;505;547
23305;294;599;217;502;174
23306;565;533;506;429;621
23307;211;569;428;68;373
23308;647;706;343;157;523
23309;643;506;71;541;223
23310;202;129;366;74;41
23311;693;586;973;266;898
23312;8;892;350;76;624
23313;257;555;644;997;861
23314;956;716;94;551;96
23315;805;842;303;397;288
23316;836;993;698;419;874
23317;448;818;882;933;118
23318;196;35;284;62;145
23319;321;629;87;173;529
23320;694;927;135;189;129
23321;167;820;102;100;720
23322;261;553;556;467;603
23323;986;120;505;794;804
23324;409;412;644;800;590
23325;230;399;579;274;716
23326;401;832;56;695;13
23327;321;281;916;84;191
23328;305;338;963;23;361
23329;316;220;686;450;283
23330;182;636;866;96;957
23331;903;400;125;436;869
23332;392;856;680;638;920
23333;127;936;213;627;444
23334;156;103;40;261;152
23335;617;877;412;660;361
23336;30;744;398;348;898
23337;246;996;28;912;865
23338;212;124;492;295;124
23339;706;6;555;944;79
23340;560;561;882;121;947
23341;875;450;974;854;35
23342;700;211;407;326;908
23343;33;238;651;866;915
23344;553;776;968;3;612
23345;511;806;319;844;724
23346;399;904;642;823;293
23347;919;942;713;434;570
23348;246;516;151;436;97
23349;479;892;525;122;15
23350;831;504;395;433;261
23351;622;649;486;745;220
23352;791;439;733;19;52
23353;904;955;860;662;737
23354;434;726;23;48;355
23355;166;321;960;925;419
23356;35;23;943;467;438
23357;362;94;14;663;388
23358;137;701;31;824;663
23359;807;904;729;766;35
23360;570;20;190;573;60
23361;852;591;731;527;239
23362;867;860;605;662;187
23363;350;840;520;294;488
23364;807;949;73;533;546
23365;517;680;741;101;908
23366;782;46;454;627;679
23367;469;56;253;652;780
23368;898;259;806;312;879
23369;278;680;756;76;822
23370;849;523;164;169;874
23371;44;604;304;227;211
23372;467;215;939;814;399
23373;378;469;642;955;426
23374;927;831;86;111;787
23375;636;830;536;587;133
23376;230;330;514;562;793
23377;834;294;451;781;805
23378;35;153;863;24;731
23379;482;57;300;871;262
23380;887;252;687;110;29
23381;77;599;585;507;544
23382;11;735;511;669;395
23383;304;736;390;496;312
23384;134;860;595;186;168
23385;735;384;941;312;636
23386;907;493;823;889;367
23387;899;181;441;96;675
23388;192;640;960;490;762
23389;199;949;221;128;267
23390;701;171;455;4;757
23391;66;687;751;996;217
23392;993;921;552;760;486
23393;593;827;104;377;621
23394;45;618;86;793;558
23395;354;663;182;204;790
23396;381;337;520;652;362
23397;804;379;409;850;104
23398;121;458;790;804;39
23399;451;271;261;794;546
23400;630;351;472;826;263
23401;111;775;581;328;757
23402;888;791;548;501;182
23403;229;86;878;649;711
23404;825;484;503;158;237
23405;863;103;387;529;724
23406;224;485;14;389;24
23407;742;171;892;8;9
23408;416;649;618;264;897
23409;234;557;950;183;163
23410;105;771;626;542;504
23411;853;701;18;304;146
23412;38;266;937;422;973
23413;859;893;717;353;487
23414;636;779;933;491;880
23415;234;715;738;528;939
23416;722;366;445;67;52
23417;924;865;760;809;775
23418;564;429;122;37;311
23419;964;325;106;723;423
23420;234;510;19;48;269
23421;39;34;929;671;421
23422;495;546;552;643;307
23423;722;726;197;349;199
23424;606;957;219;772;845
23425;306;210;463;892;272
23426;345;952;625;440;200
23427;364;775;726;956;754
23428;986;567;501;956;366
23429;178;171;187;961;661
23430;871;106;906;955;172
23431;465;290;110;493;659
23432;516;559;310;165;46
23433;79;114;206;498;525
23434;804;235;354;99;833
23435;734;151;511;572;169
23436;43;663;261;695;916
23437;532;61;312;692;429
23438;969;491;663;495;251
23439;426;286;761;449;846
23440;990;691;768;376;140
23441;263;103;848;840;497
23442;889;156;607;223;373
23443;849;493;669;303;246
23444;444;202;913;650;633
23445;206;358;69;929;526
23446;176;680;191;615;105
23447;77;651;72;84;666
23448;998;363;115;969;568
23449;981;426;398;830;272
23450;371;168;554;550;184
23451;234;498;371;110;421
23452;615;784;931;514;796
23453;979;946;807;57;536
23454;962;738;502;479;913
23455;135;856;567;401;902
23456;525;66;54;962;505
23457;132;657;139;745;94
23458;107;841;728;818;170
23459;374;216;281;106;523
23460;989;220;937;270;858
23461;653;135;862;673;922
23462;89;965;779;657;381
23463;43;9;680;601;462
23464;316;232;97;928;630
23465;562;817;616;48;894
23466;109;734;940;424;716
23467;45;951;55;567;710
23468;402;106;744;537;909
23469;889;861;812;155;387
23470;172;461;977;17;63
23471;905;6;336;650;960
23472;218;571;614;881;408
23473;753;375;631;466;523
23474;837;256;586;92;295
23475;996;997;442;795;19
23476;488;443;211;585;98
23477;141;556;173;61;860
23478;375;249;934;975;800
23479;602;912;441;999;39
23480;933;701;427;931;966
23481;32;764;416;886;869
23482;656;324;432;857;739
23483;402;53;119;175;742
23484;478;858;935;703;945
23485;728;349;528;672;517
23486;82;356;439;299;109
23487;149;435;337;575;845
23488;459;747;150;608;774
23489;362;756;954;404;563
23490;625;391;987;917;202
23491;507;355;344;954;700
23492;899;468;448;86;355
23493;188;635;968;312;167
23494;230;191;215;972;96
23495;314;134;657;315;822
23496;542;430;175;110;125
23497;694;50;475;400;698
23498;216;716;624;293;800
23499;886;988;634;713;213
23500;888;515;265;805;164
23501;221;652;577;802;78
23502;405;319;805;222;766
23503;657;756;951;612;780
23504;699;387;270;804;371
23505;532;883;825;235;901
23506;698;784;277;112;970
23507;101;127;893;893;301
23508;910;214;767;603;576
23509;880;558;431;872;747
23510;560;719;324;3;903
23511;625;693;756;206;208
23512;812;525;660;400;299
23513;212;151;20;958;125
23514;103;250;544;419;571
23515;137;417;305;833;860
23516;473;596;645;808;982
23517;616;389;753;23;211
23518;108;603;924;479;758
23519;906;796;307;297;417
23520;259;972;662;778;914
23521;695;203;304;40;807
23522;559;75;690;114;329
23523;161;445;572;967;68
23524;767;817;319;892;72
23525;263;487;619;820;857
23526;26;178;275;946;239
23527;578;708;432;927;459
23528;19;58;638;33;455
23529;203;332;77;649;225
23530;56;850;145;333;934
23531;122;256;676;864;447
23532;699;532;792;358;870
23533;906;202;413;540;406
23534;913;617;200;572;102
23535;429;330;295;40;92
23536;590;780;838;201;327
23537;287;397;441;364;206
23538;188;383;408;396;362
23539;919;429;293;102;150
23540;191;492;329;341;729
23541;43;921;430;522;921
23542;712;734;724;351;845
23543;374;561;741;481;770
23544;736;463;662;325;913
23545;366;530;953;646;194
23546;374;24;780;467;973
23547;415;983;398;254;733
23548;567;462;952;411;980
23549;802;501;610;798;60
23550;66;74;520;681;543
23551;439;658;457;46;757
23552;923;414;487;388;858
23553;107;940;51;877;407
23554;508;662;544;845;43
23555;591;248;150;960;966
23556;45;696;119;230;39
23557;802;380;213;927;987
23558;459;402;199;88;192
23559;354;4;39;19;429
23560;849;151;443;519;416
23561;896;509;383;229;264
23562;578;188;480;942;281
23563;578;285;594;426;204
23564;326;732;736;622;257
23565;232;257;126;216;299
23566;509;47;927;48;339
23567;586;112;210;589;332
23568;810;360;149;934;754
23569;269;382;714;857;344
23570;821;881;952;6;272
23571;355;200;452;844;763
23572;249;585;910;516;407
23573;90;565;39;497;279
23574;573;52;28;84;999
23575;857;733;947;4;865
23576;11;211;538;617;64
23577;363;568;94;818;547
23578;944;862;181;734;327
23579;634;653;729;434;792
23580;644;442;223;276;421
23581;308;643;878;372;903
23582;586;488;500;558;941
23583;885;751;401;193;21
23584;896;842;701;891;262
23585;843;917;597;696;875
23586;633;228;840;141;166
23587;768;213;768;545;64
23588;508;419;16;187;908
23589;933;27;977;662;351
23590;833;36;368;14;209
23591;109;901;533;51;129
23592;242;880;176;303;253
23593;54;801;235;852;153
23594;278;388;616;475;703
23595;642;24;681;511;648
23596;940;899;497;147;168
23597;400;797;231;976;404
23598;929;573;297;637;922
23599;929;645;838;493;248
23600;428;278;739;558;149
23601;78;143;713;73;989
23602;301;723;653;685;945
23603;352;784;888;558;92
23604;558;688;151;619;668
23605;618;221;428;941;663
23606;76;45;445;285;502
23607;910;485;415;515;123
23608;249;260;810;953;956
23609;675;232;659;110;479
23610;42;31;368;149;648
23611;411;92;230;283;880
23612;698;921;402;263;866
23613;848;317;97;33;33
23614;796;158;197;359;398
23615;843;767;605;604;667
23616;315;559;560;451;580
23617;235;611;602;448;249
23618;62;310;363;867;847
23619;992;93;771;53;362
23620;702;56;794;140;238
23621;208;23;600;375;347
23622;576;900;979;204;211
23623;962;79;671;248;942
23624;417;175;123;989;44
23625;123;721;510;733;469
23626;735;991;96;294;455
23627;119;386;698;99;25
23628;959;308;980;372;415
23629;490;92;583;77;359
23630;549;35;192;912;840
23631;778;653;685;758;835
23632;404;124;826;702;335
23633;864;402;993;331;494
23634;677;313;876;833;854
23635;813;587;774;761;463
23636;620;48;289;434;992
23637;828;930;38;11;859
23638;931;101;177;132;174
23639;92;393;859;226;334
23640;665;526;88;826;917
23641;491;914;908;104;540
23642;293;905;584;574;837
23643;620;384;91;193;212
23644;131;849;778;550;768
23645;564;453;383;919;194
23646;811;359;706;340;221
23647;26;295;908;787;283
23648;132;966;127;981;506
23649;623;877;651;311;357
23650;443;609;269;817;223
23651;433;526;381;104;734
23652;744;442;635;124;113
23653;452;538;259;272;82
23654;434;98;435;673;629
23655;397;780;637;814;914
23656;902;908;908;735;285
23657;830;188;575;766;377
23658;114;300;597;296;895
23659;524;493;108;892;799
23660;55;822;681;771;282
23661;402;217;591;642;110
23662;451;133;618;915;940
23663;6;927;277;813;550
23664;771;450;314;738;76
23665;436;854;430;524;430
23666;371;902;806;609;597
23667;80;268;257;615;209
23668;639;774;716;626;104
23669;680;61;595;605;621
23670;561;63;65;459;193
23671;971;86;681;957;286
23672;826;339;844;868;405
23673;628;27;558;216;253
23674;327;326;78;184;406
23675;625;265;960;569;542
23676;624;582;562;239;176
23677;270;466;94;789;70
23678;159;517;877;977;563
23679;858;484;977;392;784
23680;690;741;709;286;674
23681;643;204;183;47;918
23682;147;177;815;37;804
23683;468;678;485;344;569
23684;531;801;245;504;787
23685;134;489;714;224;534
23686;79;952;773;602;909
23687;562;81;490;95;694
23688;709;52;111;90;960
23689;355;530;563;8;608
23690;377;772;200;766;750
23691;565;983;902;725;213
23692;272;677;625;728;801
23693;194;417;102;586;242
23694;547;421;173;917;56
23695;986;431;54;857;711
23696;872;380;414;298;84
23697;923;675;78;451;384
23698;336;312;970;9;71
23699;158;89;697;145;869
23700;239;626;231;428;944
23701;640;84;196;50;775
23702;515;433;497;201;967
23703;504;754;3;46;233
23704;350;154;301;210;784
23705;178;194;765;274;397
23706;831;960;425;604;583
23707;528;527;123;158;506
23708;543;115;900;126;221
23709;137;401;901;343;428
23710;246;70;273;641;56
23711;526;443;235;188;917
23712;997;4;636;855;665
23713;76;111;672;805;384
23714;619;319;630;586;258
23715;147;68;905;657;797
23716;819;93;755;831;929
23717;600;206;221;941;436
23718;673;566;321;910;68
23719;248;771;300;223;44
23720;496;890;318;919;776
23721;20;165;36;327;27
23722;956;921;935;349;642
23723;826;137;199;424;626
23724;404;261;197;840;864
23725;195;706;834;215;554
23726;997;155;460;709;332
23727;403;37;894;305;884
23728;592;562;413;496;424
23729;775;960;356;137;872
23730;891;346;951;223;547
23731;727;935;651;28;973
23732;674;575;891;119;764
23733;98;230;388;710;798
23734;961;659;767;933;814
23735;799;907;150;625;845
23736;384;331;766;887;711
23737;468;484;343;13;730
23738;293;895;460;721;545
23739;467;505;502;210;766
23740;51;323;41;76;463
23741;438;961;824;172;196
23742;990;408;154;832;72
23743;785;725;879;967;448
23744;206;419;986;623;767
23745;971;479;665;184;4
23746;190;724;579;732;519
23747;701;967;616;215;533
23748;125;802;913;3;90
23749;851;465;820;193;66
23750;543;723;737;288;607
23751;984;34;477;685;149
23752;521;469;360;678;949
23753;956;980;87;873;165
23754;925;773;668;943;443
23755;800;114;824;881;359
23756;31;231;989;888;193
23757;892;347;328;801;281
23758;357;176;218;20;305
23759;494;210;455;999;709
23760;575;576;564;795;509
23761;903;979;908;463;534
23762;157;591;468;829;211
23763;68;495;826;247;793
23764;672;375;831;311;116
23765;414;192;312;431;837
23766;622;954;753;110;454
23767;756;676;182;960;907
23768;902;245;816;74;892
23769;271;600;618;56;80
23770;480;357;573;744;370
23771;433;522;208;811;470
23772;457;136;116;621;239
23773;693;857;168;242;10
23774;930;405;594;301;944
23775;165;369;44;347;178
23776;958;650;319;44;995
23777;907;919;700;458;345
23778;352;604;965;290;766
23779;564;148;594;393;461
23780;974;866;939;990;657
23781;229;787;477;4;263
23782;783;673;482;26;638
23783;776;41;543;216;59
23784;511;110;121;601;36
23785;838;295;150;651;833
23786;654;999;964;99;287
23787;142;455;346;534;350
23788;112;453;400;609;598
23789;206;352;951;467;500
23790;435;629;548;933;848
23791;812;771;871;665;482
23792;646;399;741;938;674
23793;848;903;3;896;785
23794;305;13;788;437;911
23795;360;136;478;785;689
23796;532;500;378;753;972
23797;268;379;422;448;522
23798;575;153;687;982;505
23799;779;616;352;404;827
23800;528;637;723;8;597
23801;260;212;397;925;158
23802;76;198;819;11;807
23803;39;457;195;313;820
23804;609;272;18;417;183
23805;470;386;20;119;794
23806;278;358;505;614;433
23807;927;103;232;637;521
23808;612;174;637;202;889
23809;345;478;487;64;576
23810;530;710;548;17;487
23811;435;293;122;98;446
23812;529;103;272;414;844
23813;952;330;284;795;423
23814;321;493;711;564;523
23815;170;752;761;714;598
23816;238;474;213;751;277
23817;366;410;311;137;696
23818;938;934;88;945;777
23819;944;424;386;631;231
23820;396;85;741;446;560
23821;314;925;470;566;59
23822;120;12;946;255;486
23823;336;754;735;733;496
23824;334;801;641;443;694
23825;261;448;388;352;243
23826;573;516;882;859;811
23827;70;667;930;569;541
23828;809;985;595;685;431
23829;25;597;385;519;929
23830;966;422;293;692;920
23831;34;768;928;503;493
23832;637;305;351;583;622
23833;671;754;249;318;142
23834;632;658;437;254;667
23835;617;896;89;966;409
23836;819;708;229;408;186
23837;363;431;588;112;850
23838;164;670;292;285;848
23839;36;457;528;453;504
23840;128;879;284;412;905
23841;735;273;196;38;350
23842;27;21;820;181;854
23843;150;206;333;535;298
23844;689;828;265;571;610
23845;676;592;818;276;960
23846;655;589;383;760;992
23847;312;436;204;18;837
23848;388;142;863;789;418
23849;55;85;815;125;617
23850;565;876;883;593;231
23851;170;887;147;267;486
23852;500;215;81;779;804
23853;510;820;679;288;368
23854;891;587;596;377;371
23855;657;49;204;488;618
23856;410;367;834;647;907
23857;32;243;923;931;499
23858;174;273;384;246;685
23859;37;371;772;555;268
23860;167;103;946;914;225
23861;845;25;535;945;67
23862;711;716;214;800;72
23863;968;105;261;537;788
23864;986;103;213;733;924
23865;692;198;944;219;98
23866;693;917;210;972;514
23867;498;513;510;929;98
23868;193;126;561;762;888
23869;141;958;628;349;169
23870;363;443;522;607;288
23871;723;928;714;762;865
23872;503;949;379;155;777
23873;717;367;958;99;49
23874;562;212;737;704;455
23875;814;147;573;724;992
23876;845;144;32;101;371
23877;907;249;743;832;886
23878;292;754;708;662;53
23879;350;975;984;996;408
23880;242;437;922;550;108
23881;252;599;737;94;529
23882;481;368;406;623;79
23883;36;208;955;535;235
23884;303;119;692;374;389
23885;382;654;581;258;913
23886;95;214;615;873;562
23887;435;613;461;472;314
23888;178;942;789;445;12
23889;892;466;266;530;945
23890;110;157;547;602;13
23891;318;814;466;315;491
23892;513;814;691;286;305
23893;355;746;578;910;502
23894;417;65;932;660;230
23895;735;966;490;925;173
23896;599;940;253;857;654
23897;122;538;220;721;504
23898;784;881;111;161;157
23899;462;71;703;963;518
23900;663;124;589;127;653
23901;371;885;171;156;132
23902;714;687;988;126;815
23903;335;691;780;328;892
23904;340;725;81;33;612
23905;283;706;228;946;99
23906;130;78;67;158;752
23907;439;106;904;528;849
23908;308;765;129;271;233
23909;535;16;992;844;857
23910;926;607;51;177;59
23911;905;387;150;818;152
23912;136;160;385;782;809
23913;617;771;401;604;765
23914;271;589;723;10;469
23915;301;994;864;886;863
23916;441;848;171;770;997
23917;211;151;161;132;416
23918;675;227;183;575;201
23919;121;532;796;72;6
23920;861;223;303;28;463
23921;542;697;535;66;114
23922;379;759;541;646;921
23923;197;991;963;891;704
23924;977;730;158;781;363
23925;391;146;620;454;417
23926;87;473;847;193;678
23927;747;688;846;48;312
23928;405;855;323;796;546
23929;6;155;393;167;55
23930;689;253;262;316;909
23931;700;653;893;749;797
23932;474;296;256;811;397
23933;528;830;129;39;130
23934;27;39;810;837;106
23935;898;289;256;256;504
23936;141;945;665;431;593
23937;732;393;364;533;73
23938;747;737;35;682;987
23939;694;304;569;223;396
23940;289;947;521;419;756
23941;431;196;556;941;916
23942;981;604;389;96;637
23943;357;174;492;298;839
23944;749;433;505;322;150
23945;671;475;720;665;512
23946;855;536;577;751;996
23947;607;527;422;24;924
23948;125;122;156;83;669
23949;171;322;383;967;911
23950;266;528;193;860;757
23951;187;141;830;405;123
23952;138;365;791;223;190
23953;948;643;947;383;783
23954;757;562;898;904;656
23955;884;110;99;415;501
23956;999;723;565;675;107
23957;251;32;999;243;761
23958;544;337;129;424;408
23959;500;110;567;376;61
23960;197;472;409;860;678
23961;137;388;597;659;406
23962;369;814;4;608;476
23963;319;12;489;341;162
23964;284;490;450;93;442
23965;597;393;797;465;90
23966;637;46;16;294;350
23967;396;757;862;533;637
23968;690;94;575;260;728
23969;181;603;874;778;288
23970;177;999;725;972;259
23971;86;347;999;347;197
23972;234;975;623;937;566
23973;810;379;940;184;798
23974;239;257;450;967;19
23975;513;725;210;880;912
23976;158;805;24;227;778
23977;760;514;426;215;201
23978;704;655;155;888;833
23979;577;127;303;672;646
23980;3;269;474;496;710
23981;291;445;68;519;600
23982;911;746;982;672;951
23983;385;802;350;265;960
23984;722;953;104;999;722
23985;759;974;217;472;120
23986;639;681;450;884;530
23987;305;645;727;657;363
23988;23;659;143;334;57
23989;230;813;22;276;81
23990;590;963;35;173;237
23991;600;138;953;519;741
23992;687;861;458;544;726
23993;440;151;802;979;732
23994;87;443;435;880;660
23995;54;978;923;932;765
23996;941;493;221;688;20
23997;757;145;983;270;93
23998;130;880;990;950;402
23999;998;501;971;46;874
24000;261;907;193;566;602
24001;616;112;673;652;547
24002;185;238;667;912;925
24003;761;412;453;850;557
24004;297;190;954;105;5
24005;710;244;44;657;40
24006;583;794;600;498;953
24007;919;537;196;259;947
24008;175;406;360;615;767
24009;214;634;339;668;530
24010;896;850;85;268;146
24011;903;299;398;557;106
24012;405;528;254;179;157
24013;374;280;111;206;429
24014;825;92;779;930;290
24015;885;989;727;847;778
24016;93;379;495;368;842
24017;582;544;67;785;235
24018;432;759;491;242;446
24019;525;27;313;428;654
24020;367;541;829;896;353
24021;120;435;241;48;227
24022;661;245;615;954;706
24023;22;903;412;722;121
24024;990;43;898;731;216
24025;245;901;538;323;815
24026;690;803;370;502;284
24027;975;133;859;659;786
24028;889;574;267;486;360
24029;713;784;930;882;419
24030;443;566;321;661;137
24031;447;508;335;500;211
24032;251;890;496;923;485
24033;609;190;397;495;733
24034;413;627;611;38;898
24035;688;806;713;523;261
24036;340;498;470;821;369
24037;758;42;511;627;405
24038;584;332;743;761;520
24039;564;648;875;527;804
24040;509;6;469;666;721
24041;457;953;944;602;576
24042;417;778;166;72;822
24043;434;552;198;561;674
24044;629;226;658;53;510
24045;553;913;80;139;450
24046;212;289;421;134;243
24047;584;363;776;959;738
24048;123;284;400;361;328
24049;51;956;233;202;814
24050;280;698;269;681;74
24051;589;199;405;726;116
24052;515;372;115;599;13
24053;782;963;119;398;17
24054;148;275;671;275;897
24055;591;61;952;313;931
24056;925;956;980;955;561
24057;337;377;67;865;580
24058;922;617;756;300;160
24059;812;414;773;991;883
24060;649;352;800;65;981
24061;193;49;902;302;293
24062;662;982;125;651;740
24063;632;933;396;624;597
24064;290;935;137;588;936
24065;873;919;374;311;98
24066;937;25;223;521;488
24067;96;22;306;665;99
24068;832;159;414;203;724
24069;145;58;337;374;970
24070;866;935;471;529;8
24071;580;184;95;633;834
24072;965;308;653;610;805
24073;678;409;745;730;984
24074;814;843;179;596;36
24075;984;859;407;572;505
24076;235;882;712;638;468
24077;391;691;831;553;241
24078;954;690;689;346;137
24079;958;860;452;836;244
24080;809;356;635;243;605
24081;282;591;186;370;69
24082;293;975;141;353;809
24083;91;665;319;250;203
24084;629;852;274;196;211
24085;898;579;559;782;412
24086;863;657;917;9;699
24087;393;479;670;85;715
24088;16;774;72;420;85
24089;979;100;569;304;648
24090;226;130;875;392;386
24091;693;212;324;532;399
24092;837;175;837;518;49
24093;837;171;266;774;930
24094;552;936;686;98;488
24095;767;444;672;494;295
24096;297;652;904;771;415
24097;896;21;824;185;844
24098;712;687;476;681;924
24099;729;731;515;688;583
24100;98;114;697;657;638
24101;527;999;997;697;145
24102;932;565;351;138;301
24103;440;529;152;409;650
24104;262;947;426;732;541
24105;907;946;690;393;203
24106;34;583;418;788;132
24107;234;61;457;725;260
24108;647;654;207;833;209
24109;641;40;584;31;120
24110;603;181;415;989;335
24111;548;12;745;569;112
24112;123;813;820;543;720
24113;429;735;309;851;278
24114;52;696;355;215;590
24115;395;303;809;196;310
24116;566;867;455;742;403
24117;439;847;715;304;499
24118;588;557;838;562;162
24119;462;852;641;38;767
24120;66;242;452;830;584
24121;381;816;82;745;658
24122;134;70;977;760;264
24123;428;882;90;187;433
24124;242;724;347;513;248
24125;76;579;343;42;340
24126;363;938;130;528;653
24127;403;402;497;583;160
24128;650;472;932;351;785
24129;597;619;121;23;717
