table2_id;table2A;table2B;table2C;table2D;table2E
16267;211;534;799;258;861
16268;815;882;34;247;970
16269;963;648;17;746;883
16270;469;288;830;844;143
16271;871;65;971;625;391
16272;360;899;171;368;653
16273;804;91;330;945;293
16274;716;950;325;812;762
16275;673;250;47;194;69
16276;524;208;359;932;700
16277;773;439;578;617;536
16278;331;194;234;947;527
16279;26;850;496;828;694
16280;283;301;780;29;687
16281;724;695;505;999;124
16282;38;956;359;426;154
16283;677;222;369;463;541
16284;877;82;364;448;432
16285;58;958;174;373;95
16286;709;49;894;540;189
16287;51;371;237;106;92
16288;733;277;677;691;627
16289;964;68;196;674;544
16290;747;199;411;758;908
16291;784;215;690;129;171
16292;11;238;825;103;570
16293;682;468;976;807;778
16294;547;960;940;692;691
16295;253;686;64;586;272
16296;954;805;547;819;224
16297;36;328;779;589;686
16298;958;719;667;736;553
16299;590;233;225;783;4
16300;527;280;253;783;506
16301;108;783;177;86;862
16302;903;46;287;58;610
16303;547;838;46;751;382
16304;427;245;244;313;930
16305;795;36;727;731;817
16306;65;785;848;847;329
16307;292;144;472;726;217
16308;621;400;262;891;165
16309;523;117;705;970;999
16310;89;812;612;447;334
16311;684;154;162;89;210
16312;933;715;664;18;444
16313;601;167;399;84;860
16314;686;298;893;413;896
16315;668;888;145;284;331
16316;71;265;230;245;677
16317;539;504;489;783;527
16318;747;996;922;132;136
16319;73;602;323;466;707
16320;409;21;158;676;979
16321;313;697;969;234;392
16322;581;738;93;40;822
16323;676;532;954;203;740
16324;21;989;272;415;71
16325;713;554;723;504;761
16326;482;68;905;754;811
16327;998;195;941;948;757
16328;839;243;625;901;791
16329;950;328;222;51;384
16330;262;824;930;934;625
16331;515;557;133;360;393
16332;494;106;811;581;327
16333;204;606;977;49;91
16334;306;290;992;17;891
16335;301;813;792;983;533
16336;375;822;428;174;690
16337;716;279;815;928;486
16338;105;195;379;983;213
16339;644;36;327;928;649
16340;445;111;227;522;904
16341;178;359;640;150;77
16342;255;206;235;185;96
16343;810;130;384;963;503
16344;141;757;503;872;146
16345;528;655;652;86;155
16346;157;855;123;262;127
16347;743;388;417;687;621
16348;448;184;537;612;225
16349;700;167;811;51;959
16350;865;150;726;234;808
16351;990;92;691;308;225
16352;927;819;362;141;542
16353;4;80;391;338;690
16354;748;603;290;134;751
16355;71;397;729;765;898
16356;12;260;545;859;365
16357;217;426;952;712;970
16358;430;249;189;221;953
16359;357;663;604;921;895
16360;372;227;328;270;486
16361;739;780;225;993;37
16362;375;407;102;225;16
16363;103;337;419;427;431
16364;891;434;444;411;604
16365;414;635;510;325;152
16366;67;672;545;31;953
16367;324;481;210;921;528
16368;625;160;193;311;785
16369;914;174;17;450;763
16370;640;383;883;578;215
16371;211;677;588;184;181
16372;260;408;613;535;862
16373;781;238;354;176;551
16374;925;219;135;708;106
16375;885;854;813;601;935
16376;822;646;788;938;208
16377;132;530;829;458;543
16378;887;618;798;793;519
16379;848;471;704;893;477
16380;197;50;179;795;205
16381;913;318;339;390;786
16382;917;275;623;854;817
16383;721;370;382;792;516
16384;6;829;350;53;61
16385;743;932;808;625;289
16386;229;743;555;750;947
16387;868;22;782;261;464
16388;451;959;965;573;17
16389;784;477;300;953;718
16390;148;263;806;742;563
16391;683;911;336;471;916
16392;964;422;307;903;707
16393;911;547;865;764;151
16394;780;584;769;247;900
16395;884;508;350;914;603
16396;219;161;480;436;713
16397;770;953;298;661;163
16398;442;649;107;69;170
16399;266;87;772;656;700
16400;522;166;267;982;854
16401;714;774;370;301;904
16402;14;101;397;423;891
16403;494;962;441;722;414
16404;65;983;447;976;994
16405;356;701;708;923;588
16406;655;340;972;470;681
16407;313;270;271;998;849
16408;483;669;114;433;431
16409;69;507;553;744;28
16410;822;80;610;332;810
16411;787;972;744;250;381
16412;758;391;25;134;879
16413;241;619;829;367;73
16414;261;585;200;303;500
16415;136;392;456;103;363
16416;895;95;367;978;870
16417;432;769;460;881;370
16418;547;343;664;213;627
16419;407;539;924;185;255
16420;123;939;324;471;598
16421;779;793;448;82;128
16422;702;551;818;108;715
16423;722;641;565;543;237
16424;573;287;987;662;331
16425;742;905;293;39;790
16426;70;802;229;928;327
16427;462;849;418;293;473
16428;974;194;349;883;594
16429;812;273;718;551;315
16430;376;534;912;156;478
16431;101;370;381;598;981
16432;524;892;676;470;970
16433;207;92;432;108;831
16434;993;292;804;163;214
16435;875;190;199;975;8
16436;646;448;629;537;895
16437;257;980;318;699;661
16438;984;680;940;282;850
16439;967;645;160;444;766
16440;351;293;131;861;48
16441;145;453;129;925;816
16442;127;587;790;314;873
16443;373;699;714;94;368
16444;524;663;189;559;62
16445;145;213;683;565;367
16446;764;945;442;287;101
16447;908;82;234;829;287
16448;80;758;137;777;515
16449;22;906;46;508;592
16450;701;719;792;925;838
16451;194;729;408;758;704
16452;344;625;935;396;625
16453;746;99;509;651;588
16454;151;985;919;842;491
16455;264;903;611;473;436
16456;908;435;941;211;529
16457;937;850;377;316;533
16458;330;109;54;780;803
16459;347;407;212;206;11
16460;499;631;745;911;244
16461;133;372;665;724;924
16462;470;892;959;194;301
16463;488;945;249;958;426
16464;319;692;603;55;621
16465;143;431;650;161;972
16466;609;317;281;474;435
16467;835;283;555;740;908
16468;448;234;883;584;31
16469;894;142;218;921;286
16470;468;680;935;158;471
16471;125;668;641;849;670
16472;931;113;799;203;899
16473;270;263;746;824;392
16474;201;314;301;672;152
16475;795;882;914;719;822
16476;922;185;745;979;517
16477;283;260;347;476;384
16478;320;569;174;287;697
16479;38;808;796;198;16
16480;149;411;938;981;888
16481;298;305;453;472;800
16482;337;523;527;788;502
16483;776;402;388;342;29
16484;616;316;353;840;677
16485;92;367;754;545;469
16486;720;260;968;282;264
16487;909;239;560;927;248
16488;681;555;86;890;236
16489;26;764;525;244;810
16490;992;660;629;317;192
16491;250;555;146;137;587
16492;213;372;851;234;983
16493;272;278;778;583;737
16494;267;610;191;320;55
16495;586;275;28;449;226
16496;552;176;522;746;275
16497;73;589;134;498;962
16498;428;91;784;56;488
16499;577;743;873;325;204
16500;988;637;454;144;675
16501;35;227;66;392;751
16502;92;170;174;240;242
16503;144;966;280;632;646
16504;413;561;551;349;554
16505;805;616;139;128;517
16506;323;620;376;334;25
16507;375;283;58;901;646
16508;336;872;412;53;151
16509;153;342;786;252;893
16510;815;341;836;766;637
16511;539;535;448;450;140
16512;289;965;402;618;206
16513;180;267;385;235;773
16514;830;236;601;995;998
16515;920;692;657;399;595
16516;994;692;735;542;807
16517;838;881;188;218;12
16518;293;482;901;563;465
16519;169;542;156;495;634
16520;815;210;705;394;667
16521;420;652;825;522;562
16522;432;353;913;405;961
16523;792;132;216;67;570
16524;898;547;467;111;901
16525;838;290;107;93;632
16526;152;485;834;946;51
16527;158;436;55;377;831
16528;825;565;566;48;713
16529;607;658;762;842;226
16530;450;933;579;771;412
16531;213;438;380;409;471
16532;218;891;446;419;516
16533;80;957;667;239;341
16534;91;195;492;917;588
16535;972;280;903;310;361
16536;453;463;848;936;552
16537;786;403;853;812;889
16538;473;458;890;973;203
16539;502;904;986;746;640
16540;616;254;527;892;674
16541;196;359;388;755;492
16542;93;924;121;762;133
16543;506;207;627;943;73
16544;748;167;315;918;607
16545;931;173;845;623;534
16546;311;244;712;802;286
16547;842;805;281;452;267
16548;533;528;509;751;70
16549;528;533;814;556;612
16550;600;60;673;831;690
16551;247;336;394;693;57
16552;371;383;235;569;364
16553;564;818;490;391;841
16554;453;220;809;833;63
16555;543;339;999;81;804
16556;390;935;212;126;757
16557;854;185;598;168;219
16558;387;679;611;30;517
16559;593;752;270;647;500
16560;244;503;348;681;697
16561;714;798;158;576;614
16562;983;85;95;624;726
16563;284;20;793;364;919
16564;605;530;231;877;635
16565;812;26;187;545;261
16566;553;245;858;541;336
16567;345;7;280;892;332
16568;919;547;374;203;895
16569;429;201;116;890;362
16570;671;541;558;914;471
16571;765;391;506;198;603
16572;395;473;102;789;969
16573;494;925;633;477;982
16574;156;693;67;747;53
16575;929;974;282;503;650
16576;50;809;840;818;764
16577;457;715;744;167;837
16578;904;66;514;66;412
16579;691;388;486;168;532
16580;868;459;523;356;204
16581;561;341;483;997;849
16582;441;826;904;79;689
16583;665;576;96;784;339
16584;508;156;935;150;566
16585;109;498;340;992;971
16586;614;12;783;223;390
16587;766;994;8;677;595
16588;325;29;350;91;809
16589;14;331;176;559;730
16590;957;171;140;90;67
16591;406;447;804;198;620
16592;790;80;237;542;504
16593;262;273;188;952;159
16594;38;600;57;656;196
16595;621;451;64;696;901
16596;800;449;956;479;407
16597;699;593;556;421;321
16598;509;834;172;783;850
16599;255;539;313;526;284
16600;961;368;585;502;295
16601;978;582;322;293;201
16602;515;233;537;311;189
16603;726;915;252;861;408
16604;303;611;313;856;194
16605;394;412;136;140;645
16606;262;239;604;347;472
16607;233;229;303;970;414
16608;96;587;669;509;318
16609;349;243;112;533;137
16610;424;714;592;203;503
16611;785;552;618;329;275
16612;971;432;233;323;841
16613;83;959;83;35;219
16614;890;865;786;528;828
16615;392;870;821;372;203
16616;249;982;272;981;175
16617;938;89;785;694;862
16618;61;339;908;318;549
16619;316;339;369;317;77
16620;867;824;733;335;127
16621;409;484;722;445;986
16622;873;506;161;600;538
16623;439;747;662;364;455
16624;624;766;607;212;361
16625;686;862;933;626;459
16626;101;947;140;305;978
16627;355;431;182;371;317
16628;442;716;304;934;453
16629;473;480;431;203;995
16630;519;607;358;372;83
16631;102;409;486;673;942
16632;27;478;179;892;933
16633;214;590;40;693;132
16634;909;137;989;653;271
16635;842;235;186;436;985
16636;166;131;185;963;771
16637;41;490;699;132;416
16638;791;389;923;868;394
16639;456;932;887;98;277
16640;930;998;654;618;850
16641;747;822;881;662;128
16642;676;956;602;284;867
16643;591;302;861;716;944
16644;354;409;991;731;346
16645;103;159;728;835;181
16646;870;810;855;367;519
16647;320;267;359;863;359
16648;907;524;428;391;583
16649;912;675;978;896;488
16650;255;206;887;902;142
16651;971;905;850;198;416
16652;982;216;898;244;195
16653;897;674;953;254;826
16654;462;679;258;260;218
16655;831;899;606;682;741
16656;885;752;148;927;643
16657;671;349;174;851;835
16658;89;117;725;479;943
16659;293;326;512;192;980
16660;713;282;608;561;370
16661;688;810;992;894;304
16662;122;623;556;108;13
16663;788;199;859;141;49
16664;959;855;265;837;619
16665;170;991;656;272;411
16666;149;480;90;905;942
16667;547;340;230;183;882
16668;740;676;372;624;751
16669;392;639;571;631;813
16670;159;484;727;94;209
16671;225;654;135;588;274
16672;113;517;216;729;682
16673;428;7;577;645;876
16674;349;398;501;800;151
16675;829;157;699;899;881
16676;555;568;924;762;903
16677;865;120;807;239;663
16678;503;734;267;122;792
16679;429;543;680;520;600
16680;780;829;399;226;110
16681;112;710;335;696;438
16682;454;234;861;839;420
16683;112;166;608;192;678
16684;862;455;444;92;906
16685;85;841;100;96;989
16686;60;317;371;728;71
16687;470;411;206;947;950
16688;664;983;769;987;54
16689;597;766;896;90;869
16690;893;844;958;829;410
16691;114;998;11;978;212
16692;948;475;998;644;135
16693;801;684;252;994;486
16694;409;10;144;787;102
16695;309;569;724;3;315
16696;733;899;289;529;154
16697;768;763;208;370;242
16698;680;337;707;366;58
16699;488;519;233;315;514
16700;608;812;286;940;789
16701;964;130;607;659;208
16702;403;592;176;616;739
16703;92;796;785;659;410
16704;953;898;306;592;917
16705;86;809;949;322;51
16706;917;970;327;944;533
16707;198;936;946;720;904
16708;191;545;5;568;878
16709;204;843;43;549;855
16710;966;119;735;942;297
16711;485;514;819;449;429
16712;455;75;537;347;920
16713;160;613;437;199;882
16714;900;43;246;609;511
16715;209;178;905;436;197
16716;94;87;597;826;589
16717;185;17;470;859;543
16718;448;138;79;227;468
16719;442;663;848;612;365
16720;839;712;274;929;246
16721;121;676;7;292;491
16722;658;546;13;75;142
16723;350;636;715;523;642
16724;622;949;595;514;489
16725;950;87;401;115;610
16726;303;823;731;877;672
16727;735;852;530;535;73
16728;481;125;205;14;695
16729;539;376;258;880;303
16730;943;977;363;178;317
16731;653;778;436;784;873
16732;767;902;604;258;789
16733;304;810;223;219;534
16734;50;632;357;643;422
16735;542;46;40;807;447
16736;824;708;10;698;752
16737;703;183;366;332;712
16738;989;470;475;206;780
16739;60;675;750;915;210
16740;109;754;323;286;475
16741;120;207;14;207;885
16742;203;400;784;747;775
16743;614;564;951;392;327
16744;374;73;349;769;585
16745;797;518;303;245;107
16746;98;252;171;635;221
16747;587;496;875;607;806
16748;618;522;773;264;530
16749;72;222;863;542;963
16750;571;991;96;351;597
16751;70;588;407;138;482
16752;643;240;237;564;823
16753;386;481;314;569;641
16754;725;82;803;7;392
16755;103;846;347;124;988
16756;936;492;708;13;550
16757;655;525;300;668;760
16758;723;408;694;524;261
16759;679;154;617;632;368
16760;130;279;204;256;228
16761;967;149;493;153;565
16762;506;234;831;98;511
16763;212;377;743;357;807
16764;602;819;850;781;102
16765;136;653;147;212;236
16766;41;358;510;28;994
16767;407;362;486;607;874
16768;776;141;877;675;271
16769;604;999;218;774;384
16770;288;900;429;315;911
16771;541;32;785;894;998
16772;520;36;584;960;426
16773;55;993;362;358;488
16774;60;201;854;733;440
16775;704;342;927;425;102
16776;874;959;76;288;584
16777;666;536;490;98;700
16778;759;642;728;441;426
16779;209;50;566;853;305
16780;721;121;967;900;340
16781;183;173;386;635;153
16782;747;83;397;607;626
16783;997;475;961;17;32
16784;204;325;253;751;642
16785;448;479;560;805;44
16786;332;924;554;361;3
16787;690;817;193;551;652
16788;92;983;125;108;352
16789;509;7;484;286;130
16790;800;431;792;954;320
16791;116;3;212;836;733
16792;235;915;714;640;654
16793;493;815;902;599;77
16794;23;115;847;408;566
16795;100;894;259;556;670
16796;779;427;736;159;709
16797;64;617;452;984;581
16798;214;383;659;25;636
16799;429;769;128;795;77
16800;200;999;821;696;911
16801;109;264;602;846;125
16802;389;466;597;874;669
16803;526;401;277;311;700
16804;10;81;34;339;315
16805;28;982;651;270;333
16806;125;361;996;800;277
16807;546;226;984;459;17
16808;588;246;509;754;613
16809;792;632;492;205;163
16810;133;546;354;132;552
16811;548;560;543;411;43
16812;227;107;910;637;374
16813;688;551;83;587;241
16814;544;638;563;276;440
16815;895;159;857;243;451
16816;394;877;46;163;973
16817;947;271;636;360;341
16818;412;980;364;751;884
16819;363;795;188;635;234
16820;958;574;42;197;324
16821;113;981;209;409;473
16822;16;22;342;918;559
16823;118;825;21;973;883
16824;275;607;630;363;190
16825;492;340;822;9;184
16826;260;796;271;512;968
16827;899;467;367;304;567
16828;858;219;250;596;888
16829;66;161;866;465;600
16830;29;862;75;397;723
16831;863;641;944;586;257
16832;114;820;188;573;366
16833;920;766;574;983;538
16834;945;617;584;475;885
16835;773;403;862;889;772
16836;856;687;945;275;300
16837;277;233;724;963;294
16838;100;993;942;681;510
16839;527;588;973;352;285
16840;780;343;748;37;127
16841;186;936;164;788;402
16842;7;986;635;521;969
16843;377;329;721;713;322
16844;491;684;96;836;753
16845;20;150;613;389;88
16846;169;317;226;979;718
16847;717;839;428;907;575
16848;423;100;317;131;445
16849;278;714;72;647;74
16850;527;665;448;29;211
16851;591;320;545;394;334
16852;63;477;359;835;193
16853;987;881;626;919;83
16854;410;915;352;503;206
16855;148;621;340;255;548
16856;675;523;48;761;778
16857;315;567;585;522;438
16858;323;564;285;463;11
16859;455;662;691;150;524
16860;716;772;174;395;863
16861;185;641;904;503;875
16862;607;119;696;42;810
16863;737;190;60;897;408
16864;920;725;62;563;753
16865;218;85;408;499;37
16866;507;660;531;354;896
16867;228;353;350;783;587
16868;902;34;442;978;252
16869;722;124;26;592;8
16870;445;360;179;834;468
16871;143;219;23;172;97
16872;914;815;973;394;9
16873;784;65;896;810;56
16874;719;102;113;367;330
16875;445;561;388;576;733
16876;147;672;942;838;683
16877;853;235;822;898;911
16878;674;455;588;5;580
16879;146;542;162;976;764
16880;951;679;434;962;417
16881;620;234;613;36;707
16882;80;186;759;711;673
16883;298;27;758;784;377
16884;523;807;38;593;527
16885;742;51;785;22;844
16886;159;724;230;817;551
16887;186;787;472;665;409
16888;582;54;490;974;861
16889;569;38;714;920;140
16890;853;837;745;20;620
16891;63;964;942;686;430
16892;648;496;881;763;985
16893;241;543;163;38;90
16894;968;94;936;47;128
16895;420;784;43;933;754
16896;769;697;290;626;365
16897;587;138;383;268;729
16898;22;503;722;543;125
16899;453;849;233;163;648
16900;466;591;403;740;559
16901;275;912;362;691;737
16902;661;422;32;272;762
16903;382;999;750;182;363
16904;360;857;111;545;860
16905;171;932;646;45;932
16906;370;82;86;200;377
16907;691;913;331;45;936
16908;870;830;392;416;932
16909;492;184;582;477;113
16910;863;799;565;80;232
16911;65;821;839;904;147
16912;358;525;754;833;302
16913;655;430;311;611;630
16914;684;884;800;622;952
16915;776;56;410;92;445
16916;205;53;388;324;274
16917;227;737;163;827;149
16918;9;190;421;448;592
16919;559;923;71;549;447
16920;710;820;240;92;218
16921;274;348;857;458;384
16922;326;857;222;666;724
16923;984;588;405;442;151
16924;841;275;569;306;761
16925;391;162;532;455;480
16926;182;596;855;938;140
16927;585;840;703;73;480
16928;104;196;550;524;146
16929;169;479;719;834;372
16930;78;984;892;129;940
16931;628;988;978;439;870
16932;177;796;506;49;117
16933;570;581;182;321;210
16934;566;481;642;451;935
16935;533;499;314;340;161
16936;998;469;363;768;918
16937;153;847;379;366;542
16938;734;653;693;711;129
16939;409;51;613;915;624
16940;754;81;610;738;529
16941;133;304;523;246;197
16942;354;652;160;113;539
16943;790;87;854;854;883
16944;328;116;27;959;376
16945;266;593;865;435;354
16946;433;688;899;836;703
16947;53;689;427;128;956
16948;473;911;100;382;602
16949;342;555;595;453;853
16950;294;468;303;144;441
16951;43;337;654;289;394
16952;947;899;832;101;498
16953;610;308;367;632;419
16954;461;444;760;550;605
16955;342;622;54;752;862
16956;762;359;484;454;807
16957;265;665;864;151;926
16958;124;304;404;266;477
16959;607;657;84;906;544
16960;490;889;229;697;403
16961;238;50;149;851;264
16962;848;62;613;390;708
16963;880;668;876;772;87
16964;877;425;255;433;351
16965;937;808;866;438;746
16966;75;281;678;466;151
16967;785;329;449;627;406
16968;538;624;95;678;548
16969;441;896;114;96;526
16970;23;295;982;821;698
16971;773;889;449;337;642
16972;622;451;277;977;539
16973;55;382;531;129;302
16974;777;226;949;900;546
16975;194;744;329;61;720
16976;561;111;440;364;321
16977;677;285;500;717;340
16978;407;942;918;202;496
16979;842;978;527;808;788
16980;525;435;583;6;880
16981;368;54;595;932;785
16982;612;238;745;997;49
16983;64;346;539;181;770
16984;139;428;148;926;51
16985;291;107;38;627;106
16986;52;220;240;398;549
16987;504;925;894;984;335
16988;574;103;894;837;181
16989;203;315;169;906;619
16990;55;238;827;139;731
16991;506;47;723;886;504
16992;411;13;455;514;884
16993;584;227;803;124;255
16994;935;214;751;709;58
16995;769;480;584;49;464
16996;123;168;955;244;682
16997;456;689;511;62;58
16998;54;987;138;548;380
16999;260;26;386;685;182
17000;770;283;470;927;189
17001;780;215;817;194;879
17002;174;627;962;482;380
17003;78;203;353;665;636
17004;716;768;543;986;584
17005;974;387;74;118;821
17006;413;169;399;545;149
17007;660;187;534;969;87
17008;425;827;929;200;473
17009;800;751;263;80;968
17010;902;436;550;109;391
17011;653;319;581;119;24
17012;389;380;276;788;88
17013;249;718;439;34;68
17014;268;485;479;781;567
17015;22;951;722;669;973
17016;294;104;391;805;24
17017;224;298;978;145;759
17018;325;201;808;44;541
17019;480;89;642;75;728
17020;492;66;546;546;283
17021;123;275;870;925;481
17022;685;182;256;691;162
17023;115;553;492;585;922
17024;735;710;521;419;873
17025;705;467;789;604;90
17026;878;523;896;641;931
17027;535;538;789;904;772
17028;294;263;647;380;843
17029;217;203;658;241;232
17030;615;111;91;112;796
17031;165;141;894;87;394
17032;461;860;140;135;533
17033;435;602;279;104;78
17034;916;398;479;724;764
17035;962;796;364;433;208
17036;449;776;719;523;448
17037;420;584;895;30;883
17038;650;186;561;193;569
17039;545;990;277;547;430
17040;559;280;79;896;355
17041;547;824;365;197;434
17042;797;716;266;550;128
17043;375;657;798;542;417
17044;601;831;755;816;632
17045;832;793;646;97;608
17046;395;347;125;735;522
17047;286;686;137;533;885
17048;867;922;522;276;314
17049;877;558;904;437;847
17050;339;504;651;937;448
17051;501;504;55;833;609
17052;25;656;24;868;434
17053;391;99;52;483;957
17054;432;233;962;343;47
17055;241;274;479;42;756
17056;318;576;65;92;541
17057;281;57;451;595;935
17058;315;276;154;996;706
17059;940;854;626;754;379
17060;38;769;457;801;897
17061;404;3;710;168;836
17062;127;860;83;989;335
17063;651;621;901;890;328
17064;337;959;447;816;589
17065;147;571;437;861;572
17066;72;526;710;24;342
17067;167;351;207;604;469
17068;358;998;102;635;312
17069;738;452;506;675;803
17070;158;532;763;998;4
17071;556;147;868;12;79
17072;457;294;450;938;594
17073;574;861;388;314;967
17074;547;94;970;132;142
17075;210;97;247;875;565
17076;86;228;629;988;375
17077;75;541;54;629;924
17078;93;848;702;989;251
17079;733;701;452;103;161
17080;77;645;468;72;849
17081;227;251;353;6;78
17082;515;702;336;737;237
17083;18;735;970;950;73
17084;182;443;753;303;548
17085;709;178;732;485;855
17086;26;159;424;267;805
17087;655;574;351;505;325
17088;917;813;454;568;425
17089;582;345;426;517;473
17090;144;963;135;611;200
17091;838;731;413;406;541
17092;79;256;795;64;173
17093;347;160;69;578;723
17094;651;496;104;756;926
17095;525;146;475;966;473
17096;319;389;345;48;353
17097;178;338;970;982;589
17098;61;292;546;928;751
17099;224;904;81;720;907
17100;386;257;775;788;184
17101;345;755;809;726;116
17102;203;459;43;366;630
17103;402;29;600;502;749
17104;989;918;312;276;612
17105;943;213;305;176;375
17106;934;479;663;642;763
17107;386;600;759;572;78
17108;732;515;990;631;442
17109;212;114;873;519;616
17110;207;512;711;663;907
17111;622;848;335;41;86
17112;776;914;158;817;131
17113;475;322;854;152;676
17114;944;484;281;483;662
17115;377;156;500;291;988
17116;71;958;927;12;18
17117;351;173;49;624;909
17118;811;104;715;937;156
17119;306;9;905;974;32
17120;674;504;805;603;738
17121;961;393;375;288;543
17122;736;967;831;885;859
17123;744;989;208;489;415
17124;63;51;731;488;128
17125;667;718;537;370;493
17126;294;64;951;59;35
17127;30;358;320;738;825
17128;864;65;920;515;610
17129;48;47;931;131;365
17130;264;669;168;746;439
17131;592;142;940;145;337
17132;920;434;687;947;96
17133;751;374;407;522;143
17134;193;260;449;378;556
17135;545;327;456;570;651
17136;220;213;735;324;271
17137;278;767;569;85;731
17138;807;365;503;762;394
17139;631;971;369;334;307
17140;427;776;359;141;516
17141;831;177;99;899;146
17142;718;84;725;80;38
17143;849;893;366;591;933
17144;535;257;811;954;911
17145;336;308;927;427;578
17146;199;466;584;334;178
17147;675;364;559;882;345
17148;661;55;912;787;703
17149;472;596;13;371;324
17150;336;108;352;441;224
17151;175;626;74;613;830
17152;421;702;311;117;926
17153;949;106;99;45;499
17154;983;949;753;269;235
17155;733;233;657;68;719
17156;934;928;309;369;358
17157;862;246;749;938;658
17158;227;357;225;981;622
17159;273;427;990;787;918
17160;565;457;445;204;521
17161;189;540;318;347;300
17162;159;205;831;8;606
17163;588;621;528;388;539
17164;250;528;497;298;340
17165;240;965;600;3;53
17166;762;186;15;151;31
17167;272;166;821;878;710
17168;307;633;215;531;715
17169;263;366;356;641;783
17170;937;268;611;45;987
17171;333;815;654;237;446
17172;787;970;698;855;156
17173;511;752;730;770;943
17174;495;604;123;763;199
17175;8;846;873;89;942
17176;394;561;885;623;228
17177;381;705;964;705;719
17178;591;643;428;543;859
17179;894;554;902;173;305
17180;3;925;576;665;719
17181;173;258;161;860;351
17182;248;427;477;556;577
17183;508;367;7;738;755
17184;347;525;978;997;247
17185;558;939;871;87;90
17186;715;243;262;277;180
17187;156;210;65;48;902
17188;156;729;152;771;383
17189;733;167;999;443;16
17190;219;389;419;166;641
17191;319;138;24;512;220
17192;64;739;469;940;889
17193;246;43;449;875;874
17194;920;514;476;458;913
17195;750;374;804;825;526
17196;115;192;858;251;19
17197;32;821;371;883;653
17198;684;596;761;993;854
17199;422;587;422;120;670
17200;13;964;624;38;75
17201;972;57;509;678;422
17202;145;45;221;226;248
17203;885;839;867;404;473
17204;351;726;38;693;260
17205;394;264;135;430;76
17206;914;887;628;591;32
17207;454;506;279;593;896
17208;969;797;692;821;435
17209;818;355;661;799;757
17210;680;804;554;661;501
17211;797;497;59;180;445
17212;995;808;279;690;494
17213;617;373;662;95;424
17214;804;353;580;403;203
17215;430;722;267;295;222
17216;390;894;596;177;480
17217;67;972;373;863;807
17218;256;854;829;627;24
17219;549;772;118;28;769
17220;930;684;625;914;890
17221;853;825;590;707;703
17222;342;726;17;199;8
17223;15;67;718;625;406
17224;39;503;919;975;536
17225;972;36;433;982;820
17226;245;766;959;359;859
17227;90;468;283;96;173
17228;286;926;24;602;983
17229;809;736;621;775;217
17230;536;370;536;333;891
17231;282;664;151;48;205
17232;19;138;78;970;249
17233;806;484;159;456;492
17234;513;319;222;511;270
17235;545;20;968;417;306
17236;801;221;619;98;361
17237;31;324;124;344;265
17238;894;159;126;420;831
17239;971;503;694;582;342
17240;61;588;501;943;250
17241;402;35;668;794;909
17242;370;284;512;375;422
17243;852;61;654;482;522
17244;368;236;172;414;799
17245;937;41;60;138;926
17246;320;73;616;215;266
17247;620;906;820;719;450
17248;566;912;330;954;895
17249;115;355;322;569;917
17250;823;233;705;993;23
17251;830;628;996;412;659
17252;515;385;818;138;902
17253;645;658;857;801;64
17254;449;390;39;526;964
17255;773;83;47;149;863
17256;92;43;554;296;575
17257;3;565;424;360;936
17258;389;350;784;70;833
17259;420;838;879;25;205
17260;179;852;397;510;267
17261;720;134;881;873;749
17262;474;798;43;316;19
17263;347;536;81;221;126
17264;226;129;755;859;187
17265;834;119;49;878;578
17266;370;916;203;713;638
17267;755;698;356;723;630
17268;924;392;710;935;729
17269;738;861;286;301;548
17270;650;650;889;792;722
17271;58;563;497;785;726
17272;68;694;928;379;450
17273;655;624;763;402;92
17274;283;912;340;939;84
17275;432;152;458;136;996
17276;721;717;804;303;451
17277;787;15;269;600;851
17278;906;966;631;434;151
17279;423;555;584;177;290
17280;843;275;139;45;38
17281;504;253;46;175;109
17282;963;554;76;339;924
17283;342;74;737;563;458
17284;602;460;266;8;180
17285;381;511;786;47;59
17286;436;430;888;181;900
17287;964;542;186;234;626
17288;852;625;983;790;767
17289;864;491;699;100;292
17290;644;22;745;428;707
17291;786;184;412;867;447
17292;962;573;795;907;501
17293;904;559;658;469;513
17294;685;801;133;635;377
17295;442;520;114;163;271
17296;684;108;640;231;479
17297;410;584;127;434;467
17298;434;207;298;367;457
17299;452;878;957;122;259
17300;176;748;889;450;939
17301;48;542;87;472;784
17302;92;561;821;346;576
17303;314;464;653;604;226
17304;742;944;619;758;588
17305;26;108;926;705;64
17306;707;637;31;40;769
17307;845;569;200;831;867
17308;174;319;579;349;8
17309;881;588;418;520;342
17310;98;961;787;433;214
17311;661;16;449;891;923
17312;579;777;775;705;660
17313;575;897;463;947;761
17314;52;605;894;163;939
17315;450;857;55;244;129
17316;34;652;135;944;234
17317;27;366;593;171;314
17318;872;782;668;616;533
17319;640;627;162;796;371
17320;653;410;807;879;199
17321;20;978;649;741;216
17322;460;199;353;251;974
17323;731;329;20;774;319
17324;682;349;126;539;839
17325;187;449;957;476;32
17326;204;510;364;411;744
17327;171;19;359;216;279
17328;785;618;198;905;612
17329;36;12;271;746;436
17330;253;143;207;475;753
17331;69;23;443;716;639
17332;231;221;448;766;592
17333;930;257;159;521;978
17334;875;368;59;383;724
17335;719;651;603;321;399
17336;352;37;672;137;205
17337;346;742;516;323;240
17338;166;59;451;411;373
17339;568;402;246;5;958
17340;72;329;253;697;814
17341;580;842;279;440;36
