table0_id;table1_id;table2_id;Amount
6572;6572;6572;405
6573;6573;6573;595
6574;6574;6574;819
6575;6575;6575;384
6576;6576;6576;383
6577;6577;6577;922
6578;6578;6578;394
6579;6579;6579;641
6580;6580;6580;813
6581;6581;6581;692
6582;6582;6582;638
6583;6583;6583;997
6584;6584;6584;388
6585;6585;6585;616
6586;6586;6586;667
6587;6587;6587;652
6588;6588;6588;383
6589;6589;6589;622
6590;6590;6590;380
6591;6591;6591;972
6592;6592;6592;438
6593;6593;6593;998
6594;6594;6594;523
6595;6595;6595;869
6596;6596;6596;567
6597;6597;6597;964
6598;6598;6598;337
6599;6599;6599;396
6600;6600;6600;432
6601;6601;6601;634
6602;6602;6602;893
6603;6603;6603;437
6604;6604;6604;400
6605;6605;6605;514
6606;6606;6606;384
6607;6607;6607;476
6608;6608;6608;765
6609;6609;6609;603
6610;6610;6610;665
6611;6611;6611;702
6612;6612;6612;981
6613;6613;6613;361
6614;6614;6614;638
6615;6615;6615;705
6616;6616;6616;412
6617;6617;6617;890
6618;6618;6618;979
6619;6619;6619;949
6620;6620;6620;698
6621;6621;6621;896
6622;6622;6622;700
6623;6623;6623;563
6624;6624;6624;623
6625;6625;6625;332
6626;6626;6626;668
6627;6627;6627;858
6628;6628;6628;525
6629;6629;6629;685
6630;6630;6630;361
6631;6631;6631;439
6632;6632;6632;368
6633;6633;6633;496
6634;6634;6634;366
6635;6635;6635;759
6636;6636;6636;627
6637;6637;6637;966
6638;6638;6638;900
6639;6639;6639;309
6640;6640;6640;935
6641;6641;6641;682
6642;6642;6642;763
6643;6643;6643;536
6644;6644;6644;953
6645;6645;6645;414
6646;6646;6646;695
6647;6647;6647;356
6648;6648;6648;412
6649;6649;6649;353
6650;6650;6650;400
6651;6651;6651;726
6652;6652;6652;489
6653;6653;6653;356
6654;6654;6654;575
6655;6655;6655;452
6656;6656;6656;868
6657;6657;6657;525
6658;6658;6658;736
6659;6659;6659;586
6660;6660;6660;492
6661;6661;6661;893
6662;6662;6662;419
6663;6663;6663;484
6664;6664;6664;751
6665;6665;6665;904
6666;6666;6666;761
6667;6667;6667;903
6668;6668;6668;498
6669;6669;6669;389
6670;6670;6670;477
6671;6671;6671;605
6672;6672;6672;987
6673;6673;6673;861
6674;6674;6674;788
6675;6675;6675;822
6676;6676;6676;413
6677;6677;6677;774
6678;6678;6678;893
6679;6679;6679;809
6680;6680;6680;523
6681;6681;6681;659
6682;6682;6682;910
6683;6683;6683;349
6684;6684;6684;847
6685;6685;6685;653
6686;6686;6686;645
6687;6687;6687;388
6688;6688;6688;769
6689;6689;6689;486
6690;6690;6690;917
6691;6691;6691;986
6692;6692;6692;440
6693;6693;6693;529
6694;6694;6694;885
6695;6695;6695;480
6696;6696;6696;826
6697;6697;6697;703
6698;6698;6698;865
6699;6699;6699;801
6700;6700;6700;666
6701;6701;6701;481
6702;6702;6702;339
6703;6703;6703;390
6704;6704;6704;491
6705;6705;6705;880
6706;6706;6706;484
6707;6707;6707;459
6708;6708;6708;691
6709;6709;6709;860
6710;6710;6710;831
6711;6711;6711;456
6712;6712;6712;942
6713;6713;6713;761
6714;6714;6714;823
6715;6715;6715;552
6716;6716;6716;812
6717;6717;6717;482
6718;6718;6718;928
6719;6719;6719;478
6720;6720;6720;913
6721;6721;6721;757
6722;6722;6722;941
6723;6723;6723;911
6724;6724;6724;658
6725;6725;6725;480
6726;6726;6726;783
6727;6727;6727;591
6728;6728;6728;442
6729;6729;6729;334
6730;6730;6730;324
6731;6731;6731;744
6732;6732;6732;873
6733;6733;6733;526
6734;6734;6734;868
6735;6735;6735;928
6736;6736;6736;336
6737;6737;6737;566
6738;6738;6738;777
6739;6739;6739;320
6740;6740;6740;770
6741;6741;6741;490
6742;6742;6742;353
6743;6743;6743;907
6744;6744;6744;866
6745;6745;6745;737
6746;6746;6746;680
6747;6747;6747;751
6748;6748;6748;956
6749;6749;6749;360
6750;6750;6750;419
6751;6751;6751;962
6752;6752;6752;750
6753;6753;6753;895
6754;6754;6754;342
6755;6755;6755;674
6756;6756;6756;752
6757;6757;6757;603
6758;6758;6758;855
6759;6759;6759;720
6760;6760;6760;848
6761;6761;6761;707
6762;6762;6762;675
6763;6763;6763;845
6764;6764;6764;390
6765;6765;6765;463
6766;6766;6766;317
6767;6767;6767;329
6768;6768;6768;907
6769;6769;6769;770
6770;6770;6770;630
6771;6771;6771;999
6772;6772;6772;432
6773;6773;6773;710
6774;6774;6774;424
6775;6775;6775;355
6776;6776;6776;890
6777;6777;6777;538
6778;6778;6778;743
6779;6779;6779;326
6780;6780;6780;532
6781;6781;6781;774
6782;6782;6782;419
6783;6783;6783;701
6784;6784;6784;612
6785;6785;6785;565
6786;6786;6786;560
6787;6787;6787;511
6788;6788;6788;664
6789;6789;6789;940
6790;6790;6790;713
6791;6791;6791;821
6792;6792;6792;459
6793;6793;6793;697
6794;6794;6794;360
6795;6795;6795;365
6796;6796;6796;974
6797;6797;6797;647
6798;6798;6798;634
6799;6799;6799;530
6800;6800;6800;918
6801;6801;6801;476
6802;6802;6802;701
6803;6803;6803;770
6804;6804;6804;870
6805;6805;6805;814
6806;6806;6806;353
6807;6807;6807;306
6808;6808;6808;579
6809;6809;6809;518
6810;6810;6810;489
6811;6811;6811;998
6812;6812;6812;428
6813;6813;6813;987
6814;6814;6814;903
6815;6815;6815;466
6816;6816;6816;709
6817;6817;6817;609
6818;6818;6818;655
6819;6819;6819;656
6820;6820;6820;520
6821;6821;6821;728
6822;6822;6822;793
6823;6823;6823;443
6824;6824;6824;560
6825;6825;6825;960
6826;6826;6826;723
6827;6827;6827;334
6828;6828;6828;816
6829;6829;6829;939
6830;6830;6830;615
6831;6831;6831;347
6832;6832;6832;590
6833;6833;6833;884
6834;6834;6834;499
6835;6835;6835;845
6836;6836;6836;567
6837;6837;6837;999
6838;6838;6838;638
6839;6839;6839;315
6840;6840;6840;789
6841;6841;6841;416
6842;6842;6842;600
6843;6843;6843;513
6844;6844;6844;562
6845;6845;6845;590
6846;6846;6846;692
6847;6847;6847;708
6848;6848;6848;489
6849;6849;6849;968
6850;6850;6850;932
6851;6851;6851;839
6852;6852;6852;660
6853;6853;6853;385
6854;6854;6854;374
6855;6855;6855;353
6856;6856;6856;864
6857;6857;6857;350
6858;6858;6858;874
6859;6859;6859;777
6860;6860;6860;864
6861;6861;6861;614
6862;6862;6862;453
6863;6863;6863;641
6864;6864;6864;531
6865;6865;6865;932
6866;6866;6866;778
6867;6867;6867;631
6868;6868;6868;506
6869;6869;6869;559
6870;6870;6870;861
6871;6871;6871;650
6872;6872;6872;952
6873;6873;6873;584
6874;6874;6874;521
6875;6875;6875;723
6876;6876;6876;650
6877;6877;6877;866
6878;6878;6878;778
6879;6879;6879;653
6880;6880;6880;417
6881;6881;6881;468
6882;6882;6882;543
6883;6883;6883;722
6884;6884;6884;981
6885;6885;6885;890
6886;6886;6886;689
6887;6887;6887;595
6888;6888;6888;593
6889;6889;6889;943
6890;6890;6890;785
6891;6891;6891;844
6892;6892;6892;494
6893;6893;6893;679
6894;6894;6894;374
6895;6895;6895;418
6896;6896;6896;911
6897;6897;6897;611
6898;6898;6898;425
6899;6899;6899;724
6900;6900;6900;532
6901;6901;6901;699
6902;6902;6902;878
6903;6903;6903;703
6904;6904;6904;403
6905;6905;6905;447
6906;6906;6906;996
6907;6907;6907;605
6908;6908;6908;953
6909;6909;6909;566
6910;6910;6910;777
6911;6911;6911;893
6912;6912;6912;613
6913;6913;6913;929
6914;6914;6914;499
6915;6915;6915;973
6916;6916;6916;781
6917;6917;6917;550
6918;6918;6918;864
6919;6919;6919;746
6920;6920;6920;441
6921;6921;6921;990
6922;6922;6922;576
6923;6923;6923;668
6924;6924;6924;950
6925;6925;6925;568
6926;6926;6926;424
6927;6927;6927;591
6928;6928;6928;670
6929;6929;6929;724
6930;6930;6930;951
6931;6931;6931;613
6932;6932;6932;440
6933;6933;6933;651
6934;6934;6934;941
6935;6935;6935;739
6936;6936;6936;745
6937;6937;6937;725
6938;6938;6938;362
6939;6939;6939;975
6940;6940;6940;729
6941;6941;6941;720
6942;6942;6942;444
6943;6943;6943;947
6944;6944;6944;967
6945;6945;6945;931
6946;6946;6946;779
6947;6947;6947;934
6948;6948;6948;351
6949;6949;6949;341
6950;6950;6950;891
6951;6951;6951;622
6952;6952;6952;408
6953;6953;6953;446
6954;6954;6954;592
6955;6955;6955;949
6956;6956;6956;494
6957;6957;6957;343
6958;6958;6958;673
6959;6959;6959;309
6960;6960;6960;660
6961;6961;6961;401
6962;6962;6962;807
6963;6963;6963;341
6964;6964;6964;924
6965;6965;6965;811
6966;6966;6966;513
6967;6967;6967;325
6968;6968;6968;460
6969;6969;6969;657
6970;6970;6970;354
6971;6971;6971;963
6972;6972;6972;690
6973;6973;6973;589
6974;6974;6974;441
6975;6975;6975;305
6976;6976;6976;568
6977;6977;6977;898
6978;6978;6978;332
6979;6979;6979;788
6980;6980;6980;978
6981;6981;6981;733
6982;6982;6982;845
6983;6983;6983;670
6984;6984;6984;408
6985;6985;6985;917
6986;6986;6986;876
6987;6987;6987;425
6988;6988;6988;591
6989;6989;6989;548
6990;6990;6990;678
6991;6991;6991;508
6992;6992;6992;846
6993;6993;6993;305
6994;6994;6994;679
6995;6995;6995;490
6996;6996;6996;399
6997;6997;6997;760
6998;6998;6998;914
6999;6999;6999;984
7000;7000;7000;906
7001;7001;7001;313
7002;7002;7002;328
7003;7003;7003;374
7004;7004;7004;854
7005;7005;7005;843
7006;7006;7006;423
7007;7007;7007;643
7008;7008;7008;506
7009;7009;7009;695
7010;7010;7010;473
7011;7011;7011;895
7012;7012;7012;478
7013;7013;7013;948
7014;7014;7014;400
7015;7015;7015;552
7016;7016;7016;437
7017;7017;7017;947
7018;7018;7018;509
7019;7019;7019;826
7020;7020;7020;703
7021;7021;7021;598
7022;7022;7022;622
7023;7023;7023;632
7024;7024;7024;362
7025;7025;7025;696
7026;7026;7026;980
7027;7027;7027;478
7028;7028;7028;891
7029;7029;7029;848
7030;7030;7030;473
7031;7031;7031;592
7032;7032;7032;812
7033;7033;7033;305
7034;7034;7034;426
7035;7035;7035;466
7036;7036;7036;741
7037;7037;7037;623
7038;7038;7038;854
7039;7039;7039;402
7040;7040;7040;368
7041;7041;7041;327
7042;7042;7042;777
7043;7043;7043;421
7044;7044;7044;699
7045;7045;7045;643
7046;7046;7046;842
7047;7047;7047;438
7048;7048;7048;441
7049;7049;7049;606
7050;7050;7050;361
7051;7051;7051;486
7052;7052;7052;805
7053;7053;7053;841
7054;7054;7054;575
7055;7055;7055;484
7056;7056;7056;628
7057;7057;7057;641
7058;7058;7058;488
7059;7059;7059;394
7060;7060;7060;655
7061;7061;7061;369
7062;7062;7062;846
7063;7063;7063;628
7064;7064;7064;899
7065;7065;7065;729
7066;7066;7066;746
7067;7067;7067;428
7068;7068;7068;974
7069;7069;7069;551
7070;7070;7070;717
7071;7071;7071;395
7072;7072;7072;357
7073;7073;7073;696
7074;7074;7074;328
7075;7075;7075;321
7076;7076;7076;534
7077;7077;7077;954
7078;7078;7078;547
7079;7079;7079;721
7080;7080;7080;934
7081;7081;7081;902
7082;7082;7082;689
7083;7083;7083;340
7084;7084;7084;710
7085;7085;7085;541
7086;7086;7086;924
7087;7087;7087;739
7088;7088;7088;794
7089;7089;7089;874
7090;7090;7090;466
7091;7091;7091;615
7092;7092;7092;354
7093;7093;7093;457
7094;7094;7094;334
7095;7095;7095;387
7096;7096;7096;405
7097;7097;7097;807
7098;7098;7098;687
7099;7099;7099;679
7100;7100;7100;876
7101;7101;7101;770
7102;7102;7102;874
7103;7103;7103;481
7104;7104;7104;435
7105;7105;7105;454
7106;7106;7106;882
7107;7107;7107;374
7108;7108;7108;379
7109;7109;7109;624
7110;7110;7110;531
7111;7111;7111;504
7112;7112;7112;526
7113;7113;7113;469
7114;7114;7114;672
7115;7115;7115;611
7116;7116;7116;598
7117;7117;7117;681
7118;7118;7118;452
7119;7119;7119;460
7120;7120;7120;833
7121;7121;7121;571
7122;7122;7122;615
7123;7123;7123;524
7124;7124;7124;795
7125;7125;7125;944
7126;7126;7126;437
7127;7127;7127;842
7128;7128;7128;773
7129;7129;7129;960
7130;7130;7130;784
7131;7131;7131;999
7132;7132;7132;554
7133;7133;7133;380
7134;7134;7134;776
7135;7135;7135;827
7136;7136;7136;567
7137;7137;7137;728
7138;7138;7138;705
7139;7139;7139;390
7140;7140;7140;702
7141;7141;7141;553
7142;7142;7142;904
7143;7143;7143;934
7144;7144;7144;439
7145;7145;7145;955
7146;7146;7146;777
7147;7147;7147;805
7148;7148;7148;654
7149;7149;7149;696
7150;7150;7150;519
7151;7151;7151;844
7152;7152;7152;449
7153;7153;7153;746
7154;7154;7154;742
7155;7155;7155;602
7156;7156;7156;997
7157;7157;7157;837
7158;7158;7158;470
7159;7159;7159;478
7160;7160;7160;385
7161;7161;7161;570
7162;7162;7162;514
7163;7163;7163;627
7164;7164;7164;798
7165;7165;7165;977
7166;7166;7166;799
7167;7167;7167;876
7168;7168;7168;350
7169;7169;7169;540
7170;7170;7170;484
7171;7171;7171;583
7172;7172;7172;899
7173;7173;7173;815
7174;7174;7174;667
7175;7175;7175;384
7176;7176;7176;780
7177;7177;7177;575
7178;7178;7178;697
7179;7179;7179;425
7180;7180;7180;541
7181;7181;7181;516
7182;7182;7182;908
7183;7183;7183;903
7184;7184;7184;343
7185;7185;7185;832
7186;7186;7186;945
7187;7187;7187;795
7188;7188;7188;474
7189;7189;7189;660
7190;7190;7190;581
7191;7191;7191;775
7192;7192;7192;616
7193;7193;7193;878
7194;7194;7194;838
7195;7195;7195;328
7196;7196;7196;996
7197;7197;7197;505
7198;7198;7198;667
7199;7199;7199;967
7200;7200;7200;410
7201;7201;7201;409
7202;7202;7202;693
7203;7203;7203;881
7204;7204;7204;427
7205;7205;7205;321
7206;7206;7206;686
7207;7207;7207;552
7208;7208;7208;403
7209;7209;7209;407
7210;7210;7210;882
7211;7211;7211;301
7212;7212;7212;993
7213;7213;7213;338
7214;7214;7214;575
7215;7215;7215;495
7216;7216;7216;347
7217;7217;7217;626
7218;7218;7218;809
7219;7219;7219;877
7220;7220;7220;827
7221;7221;7221;934
7222;7222;7222;523
7223;7223;7223;825
7224;7224;7224;386
7225;7225;7225;953
7226;7226;7226;683
7227;7227;7227;840
7228;7228;7228;485
7229;7229;7229;679
7230;7230;7230;604
7231;7231;7231;332
7232;7232;7232;582
7233;7233;7233;974
7234;7234;7234;388
7235;7235;7235;873
7236;7236;7236;313
7237;7237;7237;368
7238;7238;7238;976
7239;7239;7239;456
7240;7240;7240;416
7241;7241;7241;512
7242;7242;7242;650
7243;7243;7243;422
7244;7244;7244;553
7245;7245;7245;849
7246;7246;7246;562
7247;7247;7247;762
7248;7248;7248;750
7249;7249;7249;657
7250;7250;7250;621
7251;7251;7251;755
7252;7252;7252;458
7253;7253;7253;895
7254;7254;7254;532
7255;7255;7255;445
7256;7256;7256;579
7257;7257;7257;613
7258;7258;7258;716
7259;7259;7259;803
7260;7260;7260;978
7261;7261;7261;822
7262;7262;7262;584
7263;7263;7263;883
7264;7264;7264;661
7265;7265;7265;823
7266;7266;7266;897
7267;7267;7267;425
7268;7268;7268;871
7269;7269;7269;310
7270;7270;7270;769
7271;7271;7271;326
7272;7272;7272;944
7273;7273;7273;432
7274;7274;7274;400
7275;7275;7275;305
7276;7276;7276;608
7277;7277;7277;301
7278;7278;7278;460
7279;7279;7279;337
7280;7280;7280;429
7281;7281;7281;367
7282;7282;7282;928
7283;7283;7283;601
7284;7284;7284;589
7285;7285;7285;790
7286;7286;7286;587
7287;7287;7287;715
7288;7288;7288;453
7289;7289;7289;469
7290;7290;7290;891
7291;7291;7291;600
7292;7292;7292;856
7293;7293;7293;923
7294;7294;7294;563
7295;7295;7295;808
7296;7296;7296;626
7297;7297;7297;507
7298;7298;7298;700
7299;7299;7299;312
7300;7300;7300;539
7301;7301;7301;841
7302;7302;7302;763
7303;7303;7303;401
7304;7304;7304;999
7305;7305;7305;708
7306;7306;7306;508
7307;7307;7307;928
7308;7308;7308;578
7309;7309;7309;890
7310;7310;7310;410
7311;7311;7311;605
7312;7312;7312;875
7313;7313;7313;807
7314;7314;7314;838
7315;7315;7315;658
7316;7316;7316;718
7317;7317;7317;738
7318;7318;7318;987
7319;7319;7319;552
7320;7320;7320;498
7321;7321;7321;673
7322;7322;7322;474
7323;7323;7323;332
7324;7324;7324;728
7325;7325;7325;611
7326;7326;7326;781
7327;7327;7327;882
7328;7328;7328;942
7329;7329;7329;322
7330;7330;7330;355
7331;7331;7331;610
7332;7332;7332;983
7333;7333;7333;362
7334;7334;7334;742
7335;7335;7335;464
7336;7336;7336;588
7337;7337;7337;556
7338;7338;7338;442
7339;7339;7339;527
7340;7340;7340;324
7341;7341;7341;889
7342;7342;7342;321
7343;7343;7343;433
7344;7344;7344;608
7345;7345;7345;484
7346;7346;7346;358
7347;7347;7347;955
7348;7348;7348;947
7349;7349;7349;315
7350;7350;7350;535
7351;7351;7351;974
7352;7352;7352;373
7353;7353;7353;905
7354;7354;7354;840
7355;7355;7355;800
7356;7356;7356;390
7357;7357;7357;699
7358;7358;7358;752
7359;7359;7359;514
7360;7360;7360;431
7361;7361;7361;306
7362;7362;7362;506
7363;7363;7363;671
7364;7364;7364;335
7365;7365;7365;361
7366;7366;7366;814
7367;7367;7367;645
7368;7368;7368;923
7369;7369;7369;336
7370;7370;7370;430
7371;7371;7371;752
7372;7372;7372;858
7373;7373;7373;351
7374;7374;7374;685
7375;7375;7375;440
7376;7376;7376;693
7377;7377;7377;806
7378;7378;7378;692
7379;7379;7379;731
7380;7380;7380;905
7381;7381;7381;408
7382;7382;7382;462
7383;7383;7383;344
7384;7384;7384;553
7385;7385;7385;413
7386;7386;7386;540
7387;7387;7387;466
7388;7388;7388;575
7389;7389;7389;717
7390;7390;7390;375
7391;7391;7391;420
7392;7392;7392;617
7393;7393;7393;737
7394;7394;7394;891
7395;7395;7395;853
7396;7396;7396;316
7397;7397;7397;555
7398;7398;7398;445
7399;7399;7399;748
7400;7400;7400;564
7401;7401;7401;700
7402;7402;7402;951
7403;7403;7403;716
7404;7404;7404;536
7405;7405;7405;885
7406;7406;7406;322
7407;7407;7407;629
7408;7408;7408;394
7409;7409;7409;733
7410;7410;7410;753
7411;7411;7411;932
7412;7412;7412;366
7413;7413;7413;728
7414;7414;7414;949
7415;7415;7415;612
7416;7416;7416;970
7417;7417;7417;667
7418;7418;7418;411
7419;7419;7419;831
7420;7420;7420;469
7421;7421;7421;932
7422;7422;7422;455
7423;7423;7423;363
7424;7424;7424;950
7425;7425;7425;771
7426;7426;7426;899
7427;7427;7427;853
7428;7428;7428;743
7429;7429;7429;712
7430;7430;7430;809
7431;7431;7431;344
7432;7432;7432;809
7433;7433;7433;586
7434;7434;7434;571
7435;7435;7435;474
7436;7436;7436;792
7437;7437;7437;960
7438;7438;7438;874
7439;7439;7439;300
7440;7440;7440;748
7441;7441;7441;938
7442;7442;7442;407
7443;7443;7443;574
7444;7444;7444;983
7445;7445;7445;955
7446;7446;7446;945
7447;7447;7447;867
7448;7448;7448;387
7449;7449;7449;694
7450;7450;7450;718
7451;7451;7451;693
7452;7452;7452;756
7453;7453;7453;402
7454;7454;7454;682
7455;7455;7455;526
7456;7456;7456;602
7457;7457;7457;871
7458;7458;7458;948
7459;7459;7459;665
7460;7460;7460;795
7461;7461;7461;811
7462;7462;7462;364
7463;7463;7463;689
7464;7464;7464;505
7465;7465;7465;889
7466;7466;7466;440
7467;7467;7467;525
7468;7468;7468;467
7469;7469;7469;469
7470;7470;7470;638
7471;7471;7471;808
7472;7472;7472;568
7473;7473;7473;488
7474;7474;7474;831
7475;7475;7475;829
7476;7476;7476;701
7477;7477;7477;627
7478;7478;7478;692
7479;7479;7479;975
7480;7480;7480;513
7481;7481;7481;998
7482;7482;7482;803
7483;7483;7483;603
7484;7484;7484;924
7485;7485;7485;312
7486;7486;7486;524
7487;7487;7487;442
7488;7488;7488;737
7489;7489;7489;585
7490;7490;7490;775
7491;7491;7491;305
7492;7492;7492;774
7493;7493;7493;471
7494;7494;7494;720
7495;7495;7495;586
7496;7496;7496;497
7497;7497;7497;814
7498;7498;7498;645
7499;7499;7499;877
7500;7500;7500;658
7501;7501;7501;807
7502;7502;7502;515
7503;7503;7503;437
7504;7504;7504;507
7505;7505;7505;308
7506;7506;7506;530
7507;7507;7507;436
7508;7508;7508;901
7509;7509;7509;617
7510;7510;7510;872
7511;7511;7511;403
7512;7512;7512;427
7513;7513;7513;699
7514;7514;7514;872
7515;7515;7515;947
7516;7516;7516;673
7517;7517;7517;972
7518;7518;7518;432
7519;7519;7519;704
7520;7520;7520;439
7521;7521;7521;568
7522;7522;7522;838
7523;7523;7523;537
7524;7524;7524;369
7525;7525;7525;343
7526;7526;7526;825
7527;7527;7527;613
7528;7528;7528;643
7529;7529;7529;894
7530;7530;7530;438
7531;7531;7531;816
7532;7532;7532;795
7533;7533;7533;624
7534;7534;7534;443
7535;7535;7535;384
7536;7536;7536;803
7537;7537;7537;831
7538;7538;7538;453
7539;7539;7539;691
7540;7540;7540;682
7541;7541;7541;351
7542;7542;7542;966
7543;7543;7543;824
7544;7544;7544;510
7545;7545;7545;708
7546;7546;7546;487
7547;7547;7547;870
7548;7548;7548;554
7549;7549;7549;455
7550;7550;7550;484
7551;7551;7551;880
7552;7552;7552;967
7553;7553;7553;787
7554;7554;7554;700
7555;7555;7555;356
7556;7556;7556;950
7557;7557;7557;809
7558;7558;7558;986
7559;7559;7559;940
7560;7560;7560;589
7561;7561;7561;902
7562;7562;7562;589
7563;7563;7563;395
7564;7564;7564;688
7565;7565;7565;937
7566;7566;7566;624
7567;7567;7567;309
7568;7568;7568;582
7569;7569;7569;612
7570;7570;7570;782
7571;7571;7571;422
7572;7572;7572;636
7573;7573;7573;696
7574;7574;7574;306
7575;7575;7575;778
7576;7576;7576;980
7577;7577;7577;613
7578;7578;7578;975
7579;7579;7579;813
7580;7580;7580;474
7581;7581;7581;576
7582;7582;7582;661
7583;7583;7583;997
7584;7584;7584;367
7585;7585;7585;664
7586;7586;7586;645
7587;7587;7587;847
7588;7588;7588;457
7589;7589;7589;771
7590;7590;7590;527
7591;7591;7591;823
7592;7592;7592;358
7593;7593;7593;755
7594;7594;7594;842
7595;7595;7595;538
7596;7596;7596;579
7597;7597;7597;831
7598;7598;7598;379
7599;7599;7599;531
7600;7600;7600;918
7601;7601;7601;443
7602;7602;7602;485
7603;7603;7603;972
7604;7604;7604;640
7605;7605;7605;513
7606;7606;7606;473
7607;7607;7607;739
7608;7608;7608;482
7609;7609;7609;796
7610;7610;7610;794
7611;7611;7611;438
7612;7612;7612;668
7613;7613;7613;580
7614;7614;7614;822
7615;7615;7615;387
7616;7616;7616;850
7617;7617;7617;539
7618;7618;7618;315
7619;7619;7619;408
7620;7620;7620;552
7621;7621;7621;438
7622;7622;7622;723
7623;7623;7623;575
7624;7624;7624;431
7625;7625;7625;983
7626;7626;7626;867
7627;7627;7627;770
7628;7628;7628;948
7629;7629;7629;998
7630;7630;7630;391
7631;7631;7631;502
7632;7632;7632;738
7633;7633;7633;854
7634;7634;7634;489
7635;7635;7635;765
7636;7636;7636;348
7637;7637;7637;953
7638;7638;7638;992
7639;7639;7639;668
7640;7640;7640;529
7641;7641;7641;551
7642;7642;7642;443
7643;7643;7643;696
7644;7644;7644;840
7645;7645;7645;308
7646;7646;7646;394
7647;7647;7647;782
7648;7648;7648;611
7649;7649;7649;570
7650;7650;7650;888
7651;7651;7651;613
7652;7652;7652;324
7653;7653;7653;318
7654;7654;7654;975
7655;7655;7655;623
7656;7656;7656;585
7657;7657;7657;498
7658;7658;7658;706
7659;7659;7659;848
7660;7660;7660;611
7661;7661;7661;409
7662;7662;7662;912
7663;7663;7663;400
7664;7664;7664;338
7665;7665;7665;700
7666;7666;7666;410
7667;7667;7667;825
7668;7668;7668;965
7669;7669;7669;682
7670;7670;7670;643
7671;7671;7671;713
7672;7672;7672;478
7673;7673;7673;892
7674;7674;7674;448
7675;7675;7675;470
7676;7676;7676;534
7677;7677;7677;464
7678;7678;7678;503
7679;7679;7679;405
7680;7680;7680;952
7681;7681;7681;491
7682;7682;7682;345
7683;7683;7683;508
7684;7684;7684;797
7685;7685;7685;506
7686;7686;7686;978
7687;7687;7687;675
7688;7688;7688;644
7689;7689;7689;615
7690;7690;7690;781
7691;7691;7691;408
7692;7692;7692;325
7693;7693;7693;927
7694;7694;7694;441
7695;7695;7695;743
7696;7696;7696;581
7697;7697;7697;554
7698;7698;7698;323
7699;7699;7699;304
7700;7700;7700;416
7701;7701;7701;782
7702;7702;7702;388
7703;7703;7703;777
7704;7704;7704;894
7705;7705;7705;786
7706;7706;7706;716
7707;7707;7707;498
7708;7708;7708;863
7709;7709;7709;717
7710;7710;7710;872
7711;7711;7711;696
7712;7712;7712;311
7713;7713;7713;570
7714;7714;7714;805
7715;7715;7715;425
7716;7716;7716;994
7717;7717;7717;830
7718;7718;7718;475
7719;7719;7719;530
7720;7720;7720;449
7721;7721;7721;364
7722;7722;7722;723
7723;7723;7723;945
7724;7724;7724;635
7725;7725;7725;974
7726;7726;7726;633
7727;7727;7727;922
7728;7728;7728;969
7729;7729;7729;953
7730;7730;7730;331
7731;7731;7731;584
7732;7732;7732;481
7733;7733;7733;640
7734;7734;7734;513
7735;7735;7735;436
7736;7736;7736;906
7737;7737;7737;504
7738;7738;7738;938
7739;7739;7739;758
7740;7740;7740;904
7741;7741;7741;350
7742;7742;7742;850
7743;7743;7743;446
7744;7744;7744;801
7745;7745;7745;370
7746;7746;7746;826
7747;7747;7747;322
7748;7748;7748;550
7749;7749;7749;596
7750;7750;7750;664
7751;7751;7751;731
7752;7752;7752;958
7753;7753;7753;706
7754;7754;7754;833
7755;7755;7755;537
7756;7756;7756;926
7757;7757;7757;932
7758;7758;7758;831
7759;7759;7759;759
7760;7760;7760;553
7761;7761;7761;905
7762;7762;7762;307
7763;7763;7763;350
7764;7764;7764;658
7765;7765;7765;417
7766;7766;7766;441
7767;7767;7767;360
7768;7768;7768;884
7769;7769;7769;367
7770;7770;7770;837
7771;7771;7771;342
7772;7772;7772;686
7773;7773;7773;570
7774;7774;7774;552
7775;7775;7775;730
7776;7776;7776;760
7777;7777;7777;531
7778;7778;7778;547
7779;7779;7779;495
7780;7780;7780;405
7781;7781;7781;772
7782;7782;7782;536
7783;7783;7783;647
7784;7784;7784;688
7785;7785;7785;925
7786;7786;7786;835
7787;7787;7787;646
7788;7788;7788;600
7789;7789;7789;900
7790;7790;7790;383
7791;7791;7791;950
7792;7792;7792;706
7793;7793;7793;869
7794;7794;7794;588
7795;7795;7795;338
7796;7796;7796;504
7797;7797;7797;904
7798;7798;7798;359
7799;7799;7799;819
7800;7800;7800;442
7801;7801;7801;664
7802;7802;7802;741
7803;7803;7803;819
7804;7804;7804;450
7805;7805;7805;752
7806;7806;7806;424
7807;7807;7807;545
7808;7808;7808;678
7809;7809;7809;986
7810;7810;7810;563
7811;7811;7811;771
7812;7812;7812;553
7813;7813;7813;976
7814;7814;7814;954
7815;7815;7815;671
7816;7816;7816;310
7817;7817;7817;428
7818;7818;7818;457
7819;7819;7819;903
7820;7820;7820;928
7821;7821;7821;983
7822;7822;7822;867
7823;7823;7823;788
7824;7824;7824;780
7825;7825;7825;641
7826;7826;7826;589
7827;7827;7827;994
7828;7828;7828;407
7829;7829;7829;763
7830;7830;7830;393
7831;7831;7831;644
7832;7832;7832;818
7833;7833;7833;318
7834;7834;7834;904
7835;7835;7835;685
7836;7836;7836;617
7837;7837;7837;440
7838;7838;7838;304
7839;7839;7839;888
7840;7840;7840;847
7841;7841;7841;494
7842;7842;7842;505
